1.collectionobject.catalogNumber,"1,10.collectingevent.startDateNumericYear","1,10.collectingevent.startDate","1,9-determinations.collectionobject.determinations","1,10,30-collectors.collectingevent.collectors","1,10,30-collectors,5.agent.abbreviation","1,9-determinations,5-determiner.determination.determiner","1,9-determinations.determination.determinedDate","1,10,2.locality.localityName","1,10,2.collectingevent.locality","1,10,2,3.locality.geography","1,111-collectionobjectattachments,41.attachment.attachmentLocation"
716156,1937,10/08/1937,Tripleurospermum maritimum (current) ,"Grøntved,, Johs.",,,,"Julianehaab, ved Radiostationen.","Julianehaab, ved Radiostationen.; Greenland",Greenland,
716157,1937,27/07/1937,Tripleurospermum maritimum (current) ,"Grøntved,, Johs.",,,,"Qagssiarssuk, ved Udstedet.","Qagssiarssuk, ved Udstedet.; Greenland",Greenland,
716159,1937,15/08/1937,Matricaria inodora var. L. (current) ,"Polunin,, Nicholas",,,,JULIANEHAAB DISTRIKT. Qagssiarssuk in Tunugdliarfik Fjord.,JULIANEHAAB DISTRIKT. Qagssiarssuk in Tunugdliarfik Fjord.; Greenland,Greenland,
716160,1888,1888,Tripleurospermum maritimum (current) ,"Lundholm,, El.",,,,Ilua.,Ilua.; Greenland,Greenland,
716161,1925,06/08/1925,Matricaria maritima (current) ,"Porsild,, A.",,,,"Syd-Grønl. Igaliko, (Gardar).","Syd-Grønl. Igaliko, (Gardar).; Greenland",Greenland,
716162,1925,06/08/1925,Tripleurospermum maritimum (current) ,"Porsild,, A.",,,,"Syd-Grønl. Igaliko, (Gardar).","Syd-Grønl. Igaliko, (Gardar).; Greenland",Greenland,
716163,1889,01/09/1889,Tripleurospermum maritimum (current) ,"Hartz,, N.",,,,Groenl. austr.: Kugssuaq i Tasermiut. ved Stranden.,Groenl. austr.: Kugssuaq i Tasermiut. ved Stranden.; Greenland,Greenland,
716164,1880,30/07/1880,Tripleurospermum maritimum (current) ,"Petersen,, Carl",,,,Tasermiut Fjord.,Tasermiut Fjord.; Greenland,Greenland,
716165,1894,08/08/1894,Tripleurospermum maritimum (current) ,"Jessen,, A.",,,,Nordsiden af Tasersuak Sóen i Tasermiut.,Nordsiden af Tasersuak Sóen i Tasermiut.; Greenland,Greenland,
716166,1889,1889,Tripleurospermum maritimum (current) ,"Lundholm,, El.",,,,Ilua.,Ilua.; Greenland,Greenland,
716168,1937,14/09/1937,Matricaria inodora (current) ,"Grøntved,, Johs.",,,,Ivigtut.,Ivigtut.; Greenland,Greenland,
716179,1934,09/08/1934,Tripleurospermum maritimum (current) ,"Sørensen, Thorvald",,,,East Greenland. Hold with Hope. Knudshored.,East Greenland. Hold with Hope. Knudshored.; Greenland,Greenland,
716181,1931,22/08/1931,Matricaria ambugua (current) ,"Gelting,, Paul",,,,"Clavering Isl., Eskimonæs. christian den X's land.","Clavering Isl., Eskimonæs. christian den X's land.; Greenland",Greenland,
716186,1931,01/09/1931,Matricaria inodora (current) ,"Gelting,, Paul",,,,"Dødemandsbugten Boplads, Clavering Ø.","Dødemandsbugten Boplads, Clavering Ø.; Greenland",Greenland,
716188,1929,13/08/1929,Tripleurospermum maritimum (current) ,"Vaage, Jakob",,,,East-Greenland. Kjerulfs fjord.,East-Greenland. Kjerulfs fjord.; Greenland,Greenland,
716189,1930,05/08/1930,Tripleurospermum maritimum (current) ,"Seidenfaden,, G.",,,,"East Greenland. S.f. C. James, Hold with Hope i Sand ved Højvandsmærkel. Ny Nordgrænse.","East Greenland. S.f. C. James, Hold with Hope i Sand ved Højvandsmærkel. Ny Nordgrænse.; Greenland",Greenland,
716190,1932,12/07/1932,Tripleurospermum maritimum (current) ,"Sørensen, Thorvald",,,,Lyell Land Kap Hedlund.,Lyell Land Kap Hedlund.; Greenland,Greenland,
716191,1932,12/07/1932,Matricaria ambugua (current) ,"Sørensen, Thorvald",,,,Lyell Land Kap Hedlund.,Lyell Land Kap Hedlund.; Greenland,Greenland,
716192,1934,09/08/1934,Matricaria inodora var. L. (current) ,"Sørensen, Thorvald",,,,East Greenland. Hold with Hope. Knudshored.,East Greenland. Hold with Hope. Knudshored.; Greenland,Greenland,
722456,1932,13/08/1932,Oxycoccus quadripetalus var. Gilib. (current) ,"Porsild,, Morten",,,,"Vest-Grønl.: Sydost Bugt, Orpigsôq Fjord, Sydsiden af Seqínerqârajugtoq.","Vest-Grønl.: Sydost Bugt, Orpigsôq Fjord, Sydsiden af Seqínerqârajugtoq.; Greenland",Greenland,
722477,1829,08/1829,Vaccinium oxycoccus (current) ,"Vahl,, J.",,,,In turfosis inter sphagnum sinu Tasermiut.,In turfosis inter sphagnum sinu Tasermiut.; Greenland,Greenland,
722632,1924,17/07/1924,Oxycoccus quadripetalus var. Gil. (current) ,"Eugenius,, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,
722637,1889,1889,Oxycoccus palustris f. Pers. (current) ,"Hartz,, N.",,,,Groenl. austr.: Sermiliarsuk.,Groenl. austr.: Sermiliarsuk.; Greenland,Greenland,
722640,1925,14/08/1925,Oxycoccus quadripetalus var. Gil. (current) ,"Porsild,, A.",,,,Syd-Grønl. Narssalik.,Syd-Grønl. Narssalik.; Greenland,Greenland,
722641,1883,22/08/1883,Oxycoccus palustris (current) ,"Berlin,, Aug.",,,,Groenlandia austr. Ivigtut.,Groenlandia austr. Ivigtut.; Greenland,Greenland,
722642,1889,08/1889,Oxycoccus palustris f. Pers. (current) ,"Hartz,, N.",,,,Groenl. austr.:  Bjørnedal ved Ivigtut.,Groenl. austr.:  Bjørnedal ved Ivigtut.; Greenland,Greenland,
722644,1924,17/07/1924,Oxycoccus microcarops (current) ,"Eugenius,, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,
722645,1925,14/08/1925,Oxycoccus quadripetalus var. Gil. (current) ,"Porsild,, A.",,,,Syd-Grønl. Narssalik.,Syd-Grønl. Narssalik.; Greenland,Greenland,
722646,1932,11/07/1932,Oxycoccus quadripetalus var. Gil. (current) ,"Eugenius,, J.",,,,Groenl. Occid. ca Neria. Narssalik.,Groenl. Occid. ca Neria. Narssalik.; Greenland,Greenland,
722854,1916,16/07/1916,Rhododendron lapponicum (current) ,"Koch,, Lange",,,,NW Greenl. Wolstenholme Sound: Akinarsuk.,NW Greenl. Wolstenholme Sound: Akinarsuk.; Greenland,Greenland,
722856,1939,31/07/1939,Rhododendron lapponicum (current) ,"Thorláksson,, G.",,,,"Northwest Greenland. Dundas, fjeld øst for.","Northwest Greenland. Dundas, fjeld øst for.; Greenland",Greenland,
722861,1917,1917,Rhododendron lapponicum (current) ,"Olsen,, Gustav",,,,NE Greenl. Inglefield Bay: the Mission Station.,NE Greenl. Inglefield Bay: the Mission Station.; Greenland,Greenland,
722864,1921,24/06/1921,Rhododendron lapponicum (current) ,"Nygaard,, J.N.",,,,"N.W. Greenland: Inglefield Land, Sunny hill slope near Advance Bay.","N.W. Greenland: Inglefield Land, Sunny hill slope near Advance Bay.; Greenland",Greenland,
722865,1921,07/09/1921,Rhododendron lapponicum (current) ,"Nygaard,, J.N.",,,,"N.W. Greenland: Murchison Sound, Mac Cormick Bay.","N.W. Greenland: Murchison Sound, Mac Cormick Bay.; Greenland",Greenland,
722879,1933,13/08/1933,Rhododendron lapponicum (current) ,"Sørensen, Thorvald",,,,"East Greenland, Skærfjord, north side of Klægbugt.","East Greenland, Skærfjord, north side of Klægbugt.; Greenland; 77.6666700000, -20.9000000000",Greenland,
722883,1908,09/07/1908,Rhododendron lapponicum (current) ,"Lundager,, Andr.",,,,Groenlandia bor.-orient.: Moskusoksefjord.,Groenlandia bor.-orient.: Moskusoksefjord.; Greenland,Greenland,
722884,1939,16/06/1939,Rhododendron lapponicum (current) ,"Gelting,, Paul",,,,Sælsøen.,Sælsøen.; Greenland,Greenland,
722900,1933,06/07/1933,Rhododendron lapponicum (current) ,"Tulinius,, E.",,,,East Greenland. East side of Hurry Inlet: Konstabelpynt.,East Greenland. East side of Hurry Inlet: Konstabelpynt.; Greenland,Greenland,
723134,1914,01/08/1914,Rhododendron lapponicum (current) ,"Porsild,, Morten",,,,Itivneq.,Itivneq.; Greenland,Greenland,
723138,1938,16/08/1938,Rhododendron lapponicum (current) ,"Sørensen, Thorvald",,,,"W Greenland, Nûgssuaq, Itivdleq, western side, N of the pass.","W Greenland, Nûgssuaq, Itivdleq, western side, N of the pass.; Greenland",Greenland,
723139,1938,19/07/1938,Rhododendron lapponicum (current) ,"Sørensen, Thorvald",,,,"W Greenland, Nûgssuaq, Niaqorssuaq, nordexpo. Skraaning.","W Greenland, Nûgssuaq, Niaqorssuaq, nordexpo. Skraaning.; Greenland",Greenland,
723144,1932,16/06/1932,Rhododendron lapponicum (current) ,"Mørch,, E.",,,,"Jakobshavn distr., Ritenbenk.","Jakobshavn distr., Ritenbenk.; Greenland",Greenland,
723152,1910,1910,Rhododendron lapponicum (current) ,"Olsen,, A.",,,,Jakobshavn.,Jakobshavn.; Greenland,Greenland,
723155,1883,18/06/1883,Rhododendron lapponicum (current) ,Sylow,,,,Ritenbenk (V. Grónland).,Ritenbenk (V. Grónland).; Greenland,Greenland,
723159,1902,15/07/1902,Rhododendron lapponicum (current) ,"Porsild,, Morten",,,,Groenl. Occident.; Nûgssuaq peninsula.,Groenl. Occident.; Nûgssuaq peninsula.; Greenland,Greenland,
723160,1937,22/07/1937,Rhododendron lapponicum (current) ,"Grøntved,, Johs.",,,,Qingua i Tunugdliarfik fjord.,Qingua i Tunugdliarfik fjord.; Greenland,Greenland,
723161,1937,02/08/1937,Rhododendron lapponicum (current) ,"Grøntved,, Johs.",,,,"Igdlorfigssalik, Bjærget ved J.","Igdlorfigssalik, Bjærget ved J.; Greenland",Greenland,
723162,1937,22/08/1937,Rhododendron lapponicum (current) ,"Grøntved,, Johs.",,,,"Igdlorfigssalik, Bjærget ved J.","Igdlorfigssalik, Bjærget ved J.; Greenland",Greenland,
723163,1925,25/07/1925,Rhododendron lapponicum (current) ,"Porsild,, A.",,,,Syd-Grønl. Frederiksdal.,Syd-Grønl. Frederiksdal.; Greenland,Greenland,
723164,1925,25/07/1925,Rhododendron lapponicum (current) ,"Porsild,, A.",,,,Syd-Grønl. Frederiksdal.,Syd-Grønl. Frederiksdal.; Greenland,Greenland,
723171,1894,20/06/1894,Rhododendron lapponicum (current) ,"Jessen,, A.",,,,Nordsiden af N. Sermilik Fjord.,Nordsiden af N. Sermilik Fjord.; Greenland,Greenland,
723173,1932,08/1932,Rhododendron lapponicum (current) ,"Hatt,, G.",,,,"Groenl. occ. Nordbodalen, N. Sermilik.","Groenl. occ. Nordbodalen, N. Sermilik.; Greenland",Greenland,
723174,1881,05/09/1881,Rhododendron lapponicum (current) ,Sylow,,,,Tersisak in insula Christiani 4ti. (Grònl. orient.).,Tersisak in insula Christiani 4ti. (Grònl. orient.).; Greenland,Greenland,
723179,1906,1906,Rhododendron lapponicum (current) ,"Deichmann,, Chr.",,,,"Groenl. austr., Kangeq non for Naudstelik.","Groenl. austr., Kangeq non for Naudstelik.; Greenland",Greenland,
723180,1880,26/06/1880,unknown:covered (current) ,"Pedersen,, Anfred",,,,Ekaluit i Igaliko Fjord. (S. Grònland).,Ekaluit i Igaliko Fjord. (S. Grònland).; Greenland,Greenland,
723181,1899,16/06/1899,Rhododendron lapponicum (current) ,"Meldorf,, Gustav",,,,Igalikotanger (ved Tunugdliarfikjorden).,Igalikotanger (ved Tunugdliarfikjorden).; Greenland,Greenland,
723182,1932,27/09/1932,Rhododendron lapponicum (current) ,"Bøgvad,, Rich.",,,,Sydøst-Grønland. Augpilagtok.,Sydøst-Grønland. Augpilagtok.; Greenland,Greenland,
723183,1898,11/06/1898,Rhododendron lapponicum (current) ,"Meldorf,, Gustav",,,,Igaliko (Elvelejit i Bunden af Igaliko-Fjorden).,Igaliko (Elvelejit i Bunden af Igaliko-Fjorden).; Greenland,Greenland,
723184,1898,11/06/1898,Rhododendron lapponicum (current) ,"Meldorf,, Gustav",,,,Igaliko (Elvelejit i Bunden af Igaliko-Fjorden).,Igaliko (Elvelejit i Bunden af Igaliko-Fjorden).; Greenland,Greenland,
723185,1899,16/06/1899,Rhododendron lapponicum (current) ,"Meldorf,, Gustav",,,,Igalikotanger (ved Tunugdliarfik-Fjorden). Julianehaab Distrikt.,Igalikotanger (ved Tunugdliarfik-Fjorden). Julianehaab Distrikt.; Greenland,Greenland,
723198,1850,1850,Rhododendron lapponicum (current) ,"Tietzen,, Mission",,,,Zu Lichtenfels.,Zu Lichtenfels.; Greenland,Greenland,
723211,1925,12/06/1925,Rhododendron lapponicum (current) ,"Eugenius,, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,
723212,1925,12/06/1925,Rhododendron lapponicum (current) ,"Eugenius,, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,
723213,1921,21/06/1921,Rhododendron lapponicum (current) ,"Eugenius,, J.",,,,"Frederikshaab, Aujmassavik.","Frederikshaab, Aujmassavik.; Greenland",Greenland,
723237,1899,25/06/1899,Rhododendron lapponicum (current) ,Lindhard,,,,Ivigtut. Kivmaksbugten.,Ivigtut. Kivmaksbugten.; Greenland,Greenland,
723238,1899,10/06/1899,Rhododendron lapponicum (current) ,Lindhard,,,,Nordlandet.,Nordlandet.; Greenland,Greenland,
723239,1898,04/07/1898,Rhododendron lapponicum (current) ,"Meldorf,, Gustav",,,,Ved Isblinken i Bunden af Arsuk-Fjorden.,Ved Isblinken i Bunden af Arsuk-Fjorden.; Greenland,Greenland,
723240,1883,22/06/1883,Rhododendron lapponicum (current) ,"Berlin,, Aug.",,,,Groenlandia austr. Ivigtut.,Groenlandia austr. Ivigtut.; Greenland,Greenland,
724247,1932,30/06/1932,Ledum decumbens (current) ,"Grøntved,, Johs.",,,,"Vest-Grønland. Disko: Sydkysten, Blæsedalen i Cassiope-Ledum-Betula-Hede.","Vest-Grønland. Disko: Sydkysten, Blæsedalen i Cassiope-Ledum-Betula-Hede.; Greenland",Greenland,
724248,1908,19/07/1908,Ledum decumbens (current) ,"Porsild,, Morten",,,,Diskofjord. Tarajornitsok.,Diskofjord. Tarajornitsok.; Greenland,Greenland,
724249,1903,15/07/1903,Ericaceae (current) ,"Kleist,, G.",,,,Godhavn.,Godhavn.; Greenland,Greenland,
724250,1905,12/07/1905,Ericaceae (current) ,"Kleist,, G.",,,,Rajausat Godhavn.,Rajausat Godhavn.; Greenland,Greenland,
724251,1904,20/07/1904,Ledum palustre var. L. (current) ,"Kleist,, G.",,,,West Greenland. Godhavn.,West Greenland. Godhavn.; Greenland,Greenland,
724253,1902,24/08/1902,Ledum palustre var. L. (current) ,"Porsild,, Morten",,,,"Groenl. occident.; Disco, Diskofjorden N.f.","Groenl. occident.; Disco, Diskofjorden N.f.; Greenland",Greenland,
724254,1902,23/08/1902,Ledum palustre var. L. (current) ,"Porsild,, Morten",,,,Groenl. occident.; Disco Evkigtok.,Groenl. occident.; Disco Evkigtok.; Greenland,Greenland,
724255,1902,03/07/1902,Ledum palustre var. L. (current) ,"Porsild,, Morten",,,,"Groenl. Occident.; Disco, Aumarutigsat.","Groenl. Occident.; Disco, Aumarutigsat.; Greenland",Greenland,
724259,1932,09/07/1932,Loiseleuria procumbens (current) ,"Bøgvad,, Rich.",,,,Sydost-Grønland. Halvø ø.f. Syd-Tunua.,Sydost-Grønland. Halvø ø.f. Syd-Tunua.; Greenland,Greenland,
724260,1932,21/09/1932,Loiseleuria procumbens (current) ,"Bøgvad,, Rich.",,,,Sydost-Grønland. Ved Igdlorssuit Gletscher.,Sydost-Grønland. Ved Igdlorssuit Gletscher.; Greenland,Greenland,
724269,1932,25/08/1932,Loiseleuria procumbens (current) ,"Hatt,, G.",,,,Groenl. occ. Ergatatasiadakaka.,Groenl. occ. Ergatatasiadakaka.; Greenland,Greenland,
724270,1899,1899,Loiseleuria procumbens (current) ,"Flink,, G.",,,,Nunasarnausak Kangerdluarssuk.,Nunasarnausak Kangerdluarssuk.; Greenland,Greenland,
724271,1937,28/07/1937,Loiseleuria procumbens (current) ,"Grøntved,, Johs.",,,,Kiagtût.,Kiagtût.; Greenland,Greenland,
724273,1880,06/1880,Loiseleuria procumbens (current) ,"Petersen,, Carl",,,,"Syd Grónland, Julianehaab.","Syd Grónland, Julianehaab.; Greenland",Greenland,
724277,1925,26/08/1925,Loiseleuria procumbens (current) ,"Christensen,, K.N.",,,,"S. Groenl. orient. Lindenows Fjord, Narssaq.","S. Groenl. orient. Lindenows Fjord, Narssaq.; Greenland",Greenland,
724278,1904,1904,Loiseleuria procumbens (current) ,"Deichmann,, Chr.",,,,Julianehåb.,Julianehåb.; Greenland,Greenland,
724289,1878,17/06/1878,Ledum palustre (current) ,"Kornerup,, A.",,,,Bjørnesund.,Bjørnesund.; Greenland,Greenland,
724398,1932,1932,Ledum palustre var. L. (current) ,"Falk,, Arzust",,,,W. Greenland: Egedesminde.,W. Greenland: Egedesminde.; Greenland,Greenland,
724399,1909,06/1909,Ledum palustre var. L. (current) ,"Deichmann,, Chr.",,,,Groenl. occid. Holstensborg.,Groenl. occid. Holstensborg.; Greenland,Greenland,
724407,1884,05/07/1884,Ledum palustre var. L. (current) ,"Warming,, Eug.",,,,Sermersut.,Sermersut.; Greenland,Greenland,
724495,1927,07/1927,Ledum groenlandicum (current) ,"Hansen,, Bul",,,,Groenl. occ.,Groenl. occ.; Greenland,Greenland,
724499,1907,08/08/1907,Ledum groenlandicum (current) ,"Hansen, Søren",,,,"Groenl. Occid., Umanak.","Groenl. Occid., Umanak.; Greenland; 64.4833000000",Greenland,
724511,1931,08/07/1931,Ledum groenlandicum (current) ,"Johansen,, Fritz",,,,Groenl. occ. Sukkertoppen.,Groenl. occ. Sukkertoppen.; Greenland,Greenland,
724512,1932,13/09/1932,Ledum groenlandicum (current) ,"Grøntved,, Johs.",,,,Vest-Grønland. Sukkertoppen.,Vest-Grønland. Sukkertoppen.; Greenland,Greenland,
724515,1885,21/06/1885,Ledum groenlandicum (current) ,"Hansen, Søren",,,,V. Grònl. Kakatsiak.,V. Grònl. Kakatsiak.; Greenland,Greenland,
724523,1885,15/06/1885,Ledum groenlandicum (current) ,"Hansen, Søren",,,,V. Gr. Nordsiden af Sermilik Fjord.,V. Gr. Nordsiden af Sermilik Fjord.; Greenland,Greenland,
724525,1913,07/07/1913,Ledum palustre var. L. (current) ,"Nygaard,, J.N.",,,,"Groenl. occ. Ameralikfjordens, Indre.","Groenl. occ. Ameralikfjordens, Indre.; Greenland",Greenland,
724531,1914,29/08/1914,Ledum groenlandicum (current) ,"Nygaard,, J.N.",,,,Groenl. occ. Fjældmark ved Ameralikfjordens Indre.,Groenl. occ. Fjældmark ved Ameralikfjordens Indre.; Greenland,Greenland,
724532,1913,28/07/1913,Ledum groenlandicum (current) ,"Nygaard,, J.N.",,,,Groenl. occ. Itivnek ved Godthaabs Fjorden.,Groenl. occ. Itivnek ved Godthaabs Fjorden.; Greenland,Greenland,
725098,1925,21/07/1925,Harrimanella hypnoides (current) ,"Porsild,, A.",,,,Syd-Grønl. Nunatsuk.,Syd-Grønl. Nunatsuk.; Greenland,Greenland,
725131,1889,1889,Cassiope hypnoides (current) ,"Hartz,, N.",,,,Groenl. austr.: Kingua Neriak.,Groenl. austr.: Kingua Neriak.; Greenland,Greenland,
725143,1927,26/06/1927,Harrimanella hypnoides (current) ,"Eugenius,, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,
725166,1846,07/1846,Cassiope hypnoides (current) ,"Kerb,, B.",,,,West-Greenland. Qíngua kujatdleq Evighedsfjord.,West-Greenland. Qíngua kujatdleq Evighedsfjord.; Greenland,Greenland,
725170,1931,08/07/1931,Harrimanella hypnoides (current) ,"Johansen,, Fritz",,,,Groenl. occ. Sukkertoppen.,Groenl. occ. Sukkertoppen.; Greenland,Greenland,
725179,1933,21/07/1933,Cassiope tetragona (current) ,"Bøgvad,, Rich.",,,,Sydøst-Grønland. Loc. 9. Over Nûk. Sermilik.,Sydøst-Grønland. Loc. 9. Over Nûk. Sermilik.; Greenland,Greenland,
725180,1902,27/07/1902,Cassiope tetragona (current) ,"Kruuse,, C.",,,,Kingorsuaks Vestide. Groenlandiam orientalem.,Kingorsuaks Vestide. Groenlandiam orientalem.; Greenland,Greenland,
725181,1902,24/06/1902,Cassiope tetragona (current) ,"Kruuse,, C.",,,,Groenlandiam orientalem. Cassiopefjeld pr. Kingorsuak.,Groenlandiam orientalem. Cassiopefjeld pr. Kingorsuak.; Greenland,Greenland,
725182,1902,24/06/1902,Cassiope tetragona (current) ,"Kruuse,, C.",,,,Groenlandiam orientalem. Cassiopefjeld pr. Kingorsuak.,Groenlandiam orientalem. Cassiopefjeld pr. Kingorsuak.; Greenland,Greenland,
725183,1933,23/07/1933,Cassiope tetragona (current) ,"Bøgvad,, Rich.",,,,Loc. 11. Sermilik Østside.,Loc. 11. Sermilik Østside.; Greenland,Greenland,
725194,1830,07/1830,Cassiope tetragona (current) ,"Vahl,, J.",,,,"Groenl. occ. Kapisilik, Boals Revier. Godthaabs Fjord.","Groenl. occ. Kapisilik, Boals Revier. Godthaabs Fjord.; Greenland",Greenland,
680888,1939,09/1939,Potentilla vahliana (current) ,"Thorláksson,  G.",,,,Northwest Greenland. Neqe.,Northwest Greenland. Neqe.; Greenland,Greenland,sp62185610087985338281.att.jpg
680889,1939,31/07/1939,Potentilla vahliana (current) ,"Thorláksson,  G.",,,,"Northwest Greenland. Dundas, øst for. Ur.","Northwest Greenland. Dundas, øst for. Ur.; Greenland",Greenland,sp67517759376526689676.att.jpg
680897,1928,03/08/1928,Potentilla vahliana (current) ,"Seidenfaden,  Gunnar",,,,"Godthaab. Uvdle, Wolstenholme Fjd, Thule distr. Fjældmark.","Godthaab. Uvdle, Wolstenholme Fjd, Thule distr. Fjældmark.; Greenland",Greenland,sp67506500366127566070.att.jpg
680898,1936,08/08/1936,Potentilla vahliana (current) ,"Salomonsen,  Finn",,,,N. V.-Grønland. 28 Siorapalúk.,N. V.-Grønland. 28 Siorapalúk.; Greenland,Greenland,sp63018312639015285105.att.jpg
680899,1936,14/08/1936,Potentilla vahliana (current) ,"Salomonsen,  Finn",,,,N. V.-Grønland. 36 Thúle.,N. V.-Grønland. 36 Thúle.; Greenland,Greenland,sp66940613452903756552.att.jpg
680908,1936,07/1936,Potentilla vahliana (current) ,"Vahl,  J.",,,,In locis glareosis per* latera inferiora alpium an* freto Wagged* distr. Bokon*. Prattonb*. E Groenlandia.,In locis glareosis per* latera inferiora alpium an* freto Wagged* distr. Bokon*. Prattonb*. E Groenlandia.; Greenland,Greenland,sp65819598438520101971.att.jpg
680910,1841,1841,Potentilla vahliana (current) ,Vahl,,,,unknown:missing,unknown:missing; Greenland,Greenland,sp64171472315913099806.att.jpg
680915,1906,1906,Rubus chamaemorus (current) ,"Deichmann,  Chr.",,,,"Groenl. austr., Julianehaab.","Groenl. austr., Julianehaab.; Greenland",Greenland,sp658814928652289701.att.jpg
680916,1888,21/08/1888,Rubus chamaemorus (current) ,"Rosenvinge,  L. Kolderup",,,,I Mængor* ved en stor Klippeblok Julianehaab.,I Mængor* ved en stor Klippeblok Julianehaab.; Greenland,Greenland,sp6592993101004696521.att.jpg
680920,1917,1917,Rubus chamaemorus (current) ,"Mortensen,  H.",,,,Godthaab,Godthaab; Greenland,Greenland,sp62147609382773720149.att.jpg
680924,1891,14/06/1891,Rubus chamaemorus (current) ,P. H. S.,,,,Øerne udenfor Godthaab.,Øerne udenfor Godthaab.; Greenland,Greenland,sp68956058720113645779.att.jpg
680925,1936,17/08/1936,Rubus chamaemorus (current) ,"Lagerkranz,  J.",,,,Groenlandia occident.: Tárine* havn. Kangerdluarssuk. Meridia*.,Groenlandia occident.: Tárine* havn. Kangerdluarssuk. Meridia*.; Greenland,Greenland,sp68404687205951052635.att.jpg
680961,1931,25/08/1931,Rubus saxatilis (current) ,"Rasmussen,  Knud",,,,Dronu.* kanes* Dal lege* ved Elven. Sydøst-Grønland.,Dronu.* kanes* Dal lege* ved Elven. Sydøst-Grønland.; Greenland,Greenland,sp67262075382022444673.att.jpg
680953,1931,27/08/1931,Rubus saxatilis (current) ,"Rasmussen,  Knud",,,,Bunden af Dronning Maries Dal ved Soen*. Sydøst-Grønland.,Bunden af Dronning Maries Dal ved Soen*. Sydøst-Grønland.; Greenland,Greenland,sp66895110553210753416.att.jpg
680957,1829,08/1829,Rubus saxatilis (current) ,"Vahl,  J.",,,,Tasermiut. E Groenlandia 60° 8'.,Tasermiut. E Groenlandia 60° 8'.; Greenland,Greenland,sp63309141969064323900.att.jpg
680958,1829,08/1829,Rubus saxatilis (current) ,"Vahl,  J.",,,,Tasermiut.,Tasermiut.; Greenland,Greenland,sp62096785929786751521.att.jpg
680960,1829,08/1829,Rubus saxatilis (current) ,"Vahl,  J.",,,,In locis saxosis* sinus Tasermiut.,In locis saxosis* sinus Tasermiut.; Greenland,Greenland,sp64239610208166647669.att.jpg
